2022-1,256991.64071487638
2022-2,249420.060335321
2022-3,nan
2022-4,289763.67532472196
2022-5,299958.60521293426
2022-6,nan
2022-7,290895.4404103637
2022-8,nan
2022-9,267749.4169528137
2022-10,nan
2022-11,244126.74437398434
2022-12,246326.46310324216
